ID,designation_header,strain_number_header,is_type_strain_header,species,"Salt concentration"
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,"Actinomadura pelletieri",10
,,,,,6
,,,,,8
16975,,"DSM 44130, IFO 14382, JCM 3366, NBRC 14382, NRRL B-16566, ATCC 51643, BCRC 13608, CIP 105482, IMSNU 22195, KCTC 9494, MTCC 1140, NCIMB 14345, CCRC 13608",1,"Actinomadura rugatobispora",10
,,,,,6
,,,,,8
133727,,"CCTCC AA 2010009, DSM 45500, YIM M 10931, JCM 31202",1,"Actinomadura sediminis",<7
16963,"A-184, A4, A-0147","DSM 43358, ATCC 27299, DSM 43550, KCC A-0147, JCM 3147, BCRC 13408, CBS 258.72, CCM 3492, CGMCC 4.1512, CGMCC 4.2116, CIP 105480, IFO 14100, IMET 9588, IMSNU 20017, MTCC 1397, NBRC 14100, NCIMB 11119, NRRL B-16129, RIA 1503, VKM Ac-668, CCRC 13408",1,"Actinomadura verrucosospora",10
,,,,,6
,,,,,8
16970,2991,"DSM 43750, ATCC 49883, IFO 15178, IMET 9705, JCM 7345, NBRC 15178, BCRC 16817, CIP 105486, IFO 15275, IMSNU 22192, INMI 2991, KCTC 9493, NBRC 15275, VKM Ac-1470",0,"Actinomadura viridilutea",10
,,,,,6
,,,,,8
16945,"Mt-1, A-0325","DSM 43175, ATCC 27103, CBS 833.70, IMET 9546, JCM 3112, KCC A-0112, BCRC 13398, CIP 105478, IFO 15238, IMSNU 20019, KCTC 9290, NBRC 15238, VKM Ac-1315, CCRC 13398",1,"Actinomadura viridis",10
,,,,,6
,,,,,8
134407,"LL-C23024, LL-C23024.","CIP 105436, ATCC 43060, IFO 14689, JCM 3369, NRRL 12515, DSM 108649, KCTC 9495, NBRC 14689, DSM 43931, IMSNU 22167, NBIMCC 1535",1,"Actinomadura yumaensis",10
,,,,,6
,,,,,8
148,"P2S, PS1","DSM 43014, ATCC 13683, CIP 103258, CCUG 18308, NCTC 11535",1,"Actinomyces bovis",10
,,,,,6
,,,,,8
137061,,"CIP 104873, NCTC 9429, CCUG 34492",0,"Actinomyces bovis",10
,,,,,6
,,,,,8
177,"M1327/95/1, M1327/96/1","DSM 15435, CCUG 37421, CIP 106647",1,"Actinomyces bowdenii",10
,,,,,6
,,,,,8
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,"Actinomyces dentalis",10
,,,,,6
,,,,,8
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758, CIP 103126",1,"Actinomyces denticolens",10
,,,,,6
,,,,,8
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,"Actinomyces gerencseriae",10
,,,,,6
,,,,,8
164,8/46-47,"DSM 43322, ATCC 29322, CCUG 32939, WVU 307, CIP 103260",0,"Actinomyces gerencseriae",10
,,,,,8
186,,"DSM 15540, CCUG 27294, CIP 105737, CCM 4739",1,"Actinomyces graevenitzii",10
,,,,,6
,,,,,8
138236,,"CIP 105738, CCUG 29516",0,"Actinomyces graevenitzii",10
,,,,,6
,,,,,8
151,"Jr 277 (CDC W855)","DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,"Actinomyces israelii",10
,,,,,6
,,,,,8
135348,B1,"CIP 53.109",0,"Actinomyces israelii",10
,,,,,6
,,,,,8
137141,1912,"CIP 60.40",0,"Actinomyces israelii",10
,,,,,6
,,,,,8
137277,,"CIP 104876, NCTC 10236, CCUG 34502",0,"Actinomyces israelii",10
,,,,,6
,,,,,8
138098,,"CIP 104874, NCTC 6826, CCUG 34495",0,"Actinomyces israelii",10
,,,,,6
,,,,,8
138099,,"CCUG 34501, CIP 104875, NCTC 10215",0,"Actinomyces israelii",10
,,,,,6
,,,,,8
137721,T4G,"CIP 106461, CCUG 32865",0,"Actinomyces lingnae",10
,,,,,6
,,,,,8
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
153,"Bowden X600S-96, CS 1752, X-600","DSM 17233, ATCC 19039, CCUG 35337, DSM 43325, WVU 447, CDC X-600, JCM 8350, CIP 104837, CIP 82.9, CIP 100654",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
136024,729-85,"CIP 101863",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
136035,981-85,"CIP 102031",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
136096,473-86,"CIP 102471",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
137742,223-83,"CIP 100149",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
137754,982-83,"CIP 100594",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
137852,727-85,"CIP 101864",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
138018,403-82,"CIP 102481",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
138635,480-85,"CIP 101693",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
139080,716-84,"CIP 101115",0,"Actinomyces naeslundii",10
,,,,,6
,,,,,8
137235,,"CIP 103186",0,"Actinomyces odonlyticus",10
,,,,,6
,,,,,8
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,"Actinomyces oricola",10
,,,,,6
,,,,,8
137440,,"CIP 102340",0,"Actinomyces oris",10
,,,,,6
,,,,,8
137810,371,"CIP 100655, ATCC 19246",0,"Actinomyces oris",10
,,,,,6
,,,,,8
136504,99-4242,"CIP 106353, CCUG 42377",0,"Actinomyces radicidentis",10
,,,,,6
,,,,,8
178,,"DSM 15434, CCUG 38702, CIP 106421",1,"Actinomyces urogenitalis",10
,,,,,6
,,,,,8
135407,,"CIP 100478",0,"Actinomyces urogenitalis",10
,,,,,6
,,,,,8
137236,723-82,"CIP 103188",0,"Actinomyces urogenitalis",10
137749,820.83,"CIP 100493",0,"Actinomyces urogenitalis",10
,,,,,6
,,,,,8
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,"Actinomyces viscosus",10
,,,,,6
,,,,,8
136351,,"CIP 104871, ATCC 15988, NCTC 10952, CIP 104838, JCM 8351, CCUG 34489",0,"Actinomyces viscosus",10
,,,,,6
,,,,,8
138733,857-82,"CIP 102478",0,"Actinomyces viscosus",10
,,,,,6
,,,,,8
13513,"ID 06-A0464","DSM 45659, BTCC B-674, NBRC 105525",1,"Actinophytocola corallinus",7.5
7798,"UNCC 253","DSM 43031, ATCC 15330, CBS 189.64, IFO 12245, KCC A-0038, NBRC 12245, JCM 3038, BCRC 13631, HAMBI 1975, IFM 1138, IFM 1290, IMET 9034, IMSNU 20021, KCTC 9117, NCIMB 10172, NRRL B-3343, RIA 819, VKM Ac-648, VKM Ac-675",1,"Actinoplanes auranticolor",5
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,"Actinoplanes teichomyceticus",7.5
11160,,"DSM 45243, CCTCC AA 208030, JCM 16897, YIM 48868",1,"Actinopolymorpha alba",<7
11161,"06-2230, I06-2230","DSM 45117, CCM 7466, KCTC 19293, JCM 17964, CPCC 202808",1,"Actinopolymorpha cephalotaxi",<5
11158,"IM 7744","DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,"Actinopolymorpha singaporensis",10
,,,,,6
,,,,,8
17729,,"DSM 45004, KCTC 19119, YIM 90480",1,"Actinopolyspora alba",5-10
24729,,"DSM 46731, CCTCC AA 2012020, KCTC 19657, TRM 40139, JCM 31477",1,"Actinopolyspora lacussalsi",10-20
,,,,,12
24730,H55,"DSM 45460, CCUG 62965",1,"Actinopolyspora mzabensis",07-32
,,,,,10-28
141087,HS05-03,"BCC 51286, NBRC 109078, DSM 108651",1,"Actinopolyspora salinaria",10-25
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,"Actinosynnema mirum",5
13213,,"DSM 44132, ATCC 31281, FERM P-3992, IFO 13726, JCM 7344, NBRC 13726, BCRC 13428, CGMCC 4.1703, IFO 15621, IMSNU 21346, KCTC 9499, NBRC 15621, NRRL B-16060, VKM Ac-1963",1,"Actinosynnema pretiosum subsp. pretiosum",5
145,"B 5329","DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,"Actinotignum schaalii",10
,,,,,6
,,,,,8
135574,,"CIP 105736, CCUG 32296",0,"Actinotignum schaalii",10
,,,,,6
,,,,,8
138237,,"CIP 105735, CCUG 19698",0,"Actinotignum schaalii",10
,,,,,6
,,,,,8
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,"Actinotignum urinale",10
,,,,,6
,,,,,8
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,"Advenella incenata",10
,,,,,8
139658,,"CIP 107457, DSM 14231, LMG 21431, ACAM 640",1,"Aequorivita antarctica",10
5479,A71,"DSM 23843, JCM 15070, KCTC 22183",1,"Aequorivita capsosiphonis",<10
5476,Y10-2,"DSM 14236, ACAM 641, CIP 107455, LMG 21430",1,"Aequorivita lipolytica",10
,,,,,6
,,,,,8
5477,9-3,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,"Aequorivita sublithincola",10
,,,,,12-99
,,,,,6
,,,,,8
158560,N.8,"KCTC 33824, JCM 31580",1,"Aeribacillus composti",6
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,"Aerococcus christensenii",6.5
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,"Aerococcus sanguinicola",6.5
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,"Aerococcus suis",6.5
223,E2,"DSM 7446, ATCC 51268, JCM 18986, NCFB 2893, NCTC 12142, CCM 4310, CCUG 29291, CCUG 29564, CCUG 34223, CCUG 36881, CIP 104688, IFO 15544, LMG 17750, LMG 19527, NBRC 15544, NCIMB 702893",1,"Aerococcus urinae",10
,,,,,6
,,,,,8
136284,,"CIP 104245, CCUG 29561",0,"Aerococcus urinae",10
,,,,,8
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038, CCUG 42038b",1,"Aerococcus urinaehominis",6.5
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,"Aerococcus viridans",6.5
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,"Aeromicrobium choanae",5
11057,T2,"DSM 15272, LMG 21768, JCM 13314, CIP 108216",1,"Aeromicrobium marinum",10
,,,,,6
,,,,,8
11065,HSW-1,"DSM 19178, KACC 20565, JCM 16375",1,"Aeromicrobium ponti",<10
257,289,"DSM 11576, ATCC 51208, CECT 4199, CCUG 47180 A, CIP 104616",1,"Aeromonas allosaccharophila",10
,,,,,6
,,,,,8
260,218,"CCUG 41859, CIP 74.30, DSM 13956, ATCC 51108, CIP 7430, LMG 13444",1,"Aeromonas bestiarum",10
,,,,,6
,,,,,8
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,"Aeromonas bivalvium",6
,,,,,7
248,J11,"DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209",1,"Aeromonas enteropelogenes",10
,,,,,8
249,AH2,"DSM 7312, ATCC 49657, LMG 12223, JCM 8315, BCRC 15866, CCM 4368, CCUG 29544, CCUG 30367, CECT 4255, CECT 4256, CIP 103677, CNCTC 5358",0,"Aeromonas enteropelogenes",10
,,,,,6
,,,,,8
250,"A8, MOB/A8","DSM 9381, ATCC 49658, LMG 13082, CCUG 30369, CIP 103678",0,"Aeromonas enteropelogenes",10
,,,,,8
23534,AS-66,"CCUG 30368, CCM 4358, DSM 9383, ATCC 49660, LMG 13081, As 66, CIP 103679",0,"Aeromonas enteropelogenes",10
,,,,,6
,,,,,8
265,"546, CDC-RH63","DSM 17534, ATCC 23309, CCEB 704, CCTM 885, CDC RH63, CIP 76.17, LMG 3774, NCIMB 74, JCM 8238, BCRC 13017, BCRC 14134, CCM 4354, CCUG 25942, CCUG 30340, CECT 4224, CNCTC 5356",1,"Aeromonas eucrenophila",10
,,,,,8
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,"Aeromonas fluvialis",6
135884,,"CIP 103770, NCTC 11195",0,"Aeromonas hydrophila",10
,,,,,6
,,,,,8
136866,"AmMS 199","CIP 103561, ATCC 49140",0,"Aeromonas hydrophila",10
,,,,,6
,,,,,8
137865,3,"CIP 52.94",0,"Aeromonas hydrophila",10
,,,,,6
,,,,,8
241,"NCIMB(QC) 50013, 543","DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240",1,"Aeromonas hydrophila subsp. hydrophila",10
,,,,,6
,,,,,8
238,"LRA 3300776, LRA 330 07 76","CCUG 30208, LMG 18245, CIP 103697, DSM 6173, ATCC 35654, API SA",0,"Aeromonas hydrophila subsp. hydrophila",10
,,,,,6
,,,,,8
246,115/II,"DSM 6393, ATCC 49904, JCM 8354, NCIMB 13205, CECT 4486, CIP 104613, LMG 12645",1,"Aeromonas ichthiosmia",10
,,,,,6
,,,,,8
247,"115/II, 115/11","DSM 6885, ATCC 49804, NCIMB 13207, CIP 104433",0,"Aeromonas ichthiosmia",10
,,,,,6
,,,,,8
254,0787-80,"DSM 7311, ATCC 49568, CDC 0787-80, JCM 8316, BCRC 15862, CCM 4355, CCUG 29543, CCUG 30349, CCUG 30353, CECT 4228, CIP 104171, CNCTC 5357, LMG 12221, LMG 13704",1,"Aeromonas jandaei",10
,,,,,8
262,"848T, 848","DSM 17090, CECT 5864, LMG 22214, CCUG 50741, CIP 108676",1,"Aeromonas molluscorum",6
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,"Aeromonas popoffii",10
,,,,,6
,,,,,8
135632,,"CIP 63.4, ATCC 14174, NCIMB 833, CCUG 2116, RH 39",0,"Aeromonas salmonicida",10
,,,,,6
,,,,,8
137107,,"CIP 57.50, ATCC 7965, NCTC 7812",0,"Aeromonas salmonicida",10
,,,,,6
,,,,,8
274,"T. Kimura 1-a-1, I-a-1","DSM 21760, ATCC 27013, CCM 4124, CECT 896, CIP 103210, IFO 13784, JCM 8191, LMG 3782, NCIMB 2020, JCM 7873, JCM 8234, NBRC 13784",1,"Aeromonas salmonicida subsp. masoucida",10
,,,,,6
,,,,,8
275,20,"DSM 19634, ATCC 33658, CAIM 346, CECT 894, CIP 103209, JCM 7874, LMG 3780, NCIMB 1102, NCTC 12959, GTC 02802, IMET 11051, KCTC 12266, DSM 3241",1,"Aeromonas salmonicida subsp. salmonicida",10
,,,,,6
,,,,,8
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,"Aeromonas sanarellii",6
261,,"DSM 16559, CCUG 47378, CIP 107798, IBS S6874",1,"Aeromonas simiae",6
276,"strain 208","DSM 19176, ATCC 43979, CCM 2807, CCUG 14830, CECT 4245, CIP 74.33, JCM 2139, LMG 3783, NCIMB 12065, NCTC 12979, CIP 74-33, BCRC 13066, CECT 837, HAMBI 1974, LMG 12159, VTT E-032002",1,"Aeromonas sobria",10
,,,,,6
,,,,,8
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,"Aeromonas taiwanensis",6
139077,,"CIP 104320",0,"Aeromonas veronii",10
,,,,,6
,,,,,8
437,JC2043,"DSM 15266, KCTC 12043, IMSNU 14007, CIP 108412",1,"Aestuariibacter halophilus",10
,,,,,5-6
,,,,,6
,,,,,8
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,"Aestuariibacter salexigens",10
,,,,,6
,,,,,8
167386,JA968,"KCTC 15634, NBRC 113338",1,"Afifella aestuarii",6
1782,34632,"DSM 17499, CCUG 43108, CIP 106344",1,"Afipia birgiae",6
1781,34633,"DSM 17498, CCUG 45153, CIP 107022",1,"Afipia massiliensis",6
133657,,"IAM 14998, LMG 21761, MKT 106, JCM 21469, NBRC 102603, CIP 108457",1,"Agarivorans albus",10
164183,MO-CFX2,"JCM 32065, KCTC 15625",1,"Aggregatilinea lenta",5
7249,DL-4,"DSM 14575, UCM Ac-620, VKM Ac-1804, JCM 12206, IAM 15124, IAM 15138, NBRC 103053, CIP 108057",1,"Agreia bicolorata",10
,,,,,6
,,,,,8
7248,P229/10,"DSM 14246, LMG 21000, JCM 12145, CIP 108226, IAM 15151, IAM 15171, LMG 19918, NBRC 103054, VKM Ac-2510",1,"Agreia pratensis",10
,,,,,6
,,,,,8
164664,54-2,"JCM 33824, CCM 8896, KCTC 21120, LMG 31058, NCIMB 15154",1,"Agrilactobacillus yilanensis",5
,,,,,6
134643,AF3.10,"CIP 107320, ATCC 51759, CFBP 5473, KCTC 12935, NCPPB 4096",1,"Agrobacterium larrymoorei",10
,,,,,6
,,,,,8
13584,"B 6, B6","DSM 30205, ATCC 23308, CCM 1040, CIP B6, DSM 60574, ICPB TT 3, NBRC 102589, NCPPB 397, CCUG 725, CIP 67.1, LMG 187, IAM 13129, JCM 20845, CCEB 758, HAMBI 1811, ICMP 5856, ICPB TT3, LMG 28, NCPPB 2437, NCTC 13543",0,"Agrobacterium radiobacter",10
,,,,,6
,,,,,8
24476,,"DSM 2327, UQM 1685, CCUG 53676, CIP 106281, NCAIM B.01797",0,"Agrobacterium radiobacter",10
,,,,,8
136689,90A,"CIP 107749, CCUG 51326",0,"Rhizobium massiliense",10
,,,,,6
,,,,,8
137832,,"CIP 101091",0,"Agrobacterium radiobacter",10
,,,,,8
7252,D-1/1a,"DSM 12453, JCM 12398, ATCC 700859, CCM 4975, CGMCC 1.7258, CIP 106287, IAM 15145, NCIMB 13599",1,"Agrococcus citreus",10
,,,,,8
7250,2002-39/1,"DSM 9580, ATCC 700087, IFO 16126, NBRC 100415, NBRC 16126, CCUG 35514, CIP 106528, JCM 9950, CGMCC 1.7260, IAM 15121, IMSNU 22118, NCIMB 13857, VKM Ac-1839",1,"Agrococcus jenensis",10
7271,,"DSM 15934, UCM 623, VKM Ac-1800, JCM 13565, CIP 108259, IAM 15234, IAM 15338, NBRC 103057, UCM Ac-623",1,"Agromyces albus",10
,,,,,6
,,,,,8
7269,,"DSM 14598, AS 4.1717, CCTCC 001012, YIM 21741, JCM 12113, BCRC 16310, CCTCC AA 001012, CGMCC 4.1717, CIP 107976, IAM 15154, KCTC 9967, CCRC 16310",1,"Agromyces aurantiacus",10
,,,,,6
,,,,,8
7261,,"DSM 8595, ATCC 51762, IMET 11525, VKM Ac-1340, JCM 9083, CIP 103632, IAM 15140, IFO 15780, LMG 16155, NBRC 15780",1,"Agromyces cerinus subsp. cerinus",6
7262,,"DSM 8596, ATCC 51763, IMET 11532, VKM Ac-1351, JCM 9084, CIP 103634, IAM 15141, IFO 15783, LMG 16157, NBRC 15783",1,"Agromyces cerinus subsp. nitratus",6
7278,,"DSM 8597, ATCC 51764, IMET 11529, VKM Ac-1345, CCUG 35506, JCM 9085, CIP 103633, IAM 15142, IFO 15781, LMG 16156, NBRC 15781",1,"Agromyces fucosus subsp. fucosus",6
7263,,"DSM 8598, ATCC 51765, IMET 11533, VKM Ac-1352, JCM 9086, CIP 103635, IAM 15143, IFO 15782, LMG 16158, NBRC 15782, JCM 9087",1,"Agromyces fucosus subsp. hippuratus",6
7266,8,"DSM 14595, IFO 16235, NBRC 16235, VKM Ac-2085, JCM 11431, CIP 107131, IAM 15144, KCTC 13907, NCIMB 13882",1,"Agromyces luteolus",10
,,,,,6
,,,,,8
7265,,"DSM 20152, ATCC 14004, JCM 3346, NCIB 7206, CIP 104860, IFO 15704, KCTC 3136, NBRC 15704, NCIMB 7206, VKM Ac-1388",1,"Agromyces mediolanus",10
,,,,,8
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,"Agromyces ulmi",10
,,,,,8
13649,B9,"DSM 5890, ATCC 25656, IAM 12618, JCM 20689, CIP 106964, IFO 15762, LMG 133, NBRC 15762, NCIMB 2205",1,"Ahrensia kielensis",10
,,,,,6
,,,,,8
6086,,"DSM 19219, CCTCC AB 207002, KCTC 12885, YIM 90637",1,"Aidingimonas halophila",05-10
7221,DM9,"DSM 22800, CIP 106788, VKM B-2189",1,"Albibacter helveticus",10
,,,,,6
,,,,,8
133384,"AER 10, AER10","DSM 100498, KCTC 42688",1,"Alcaligenes endophyticus",10
136761,"Krier 2","CIP 67.23, JCM 20664, IAM 12587, LMG 3374",0,"Alcaligenes faecalis",10
,,,,,8
327,"16 (R. Hugh 135), 135, 16","DSM 30030, ATCC 8750, CCM 1052, CIP 60.80, IFO 13111, NBRC 13111, NCDO 868, NCIB 8156, CCUG 1814, NCTC 11953, LMG 1229, JCM 20522, BCRC 10828, CCUG 1325, CECT 928, CGMCC 1.1786, HAMBI 1907, IAM 12369, IAM 12586, JCM 1474, JCM 20663, KCTC 2678, LMG 2100, LMG 3366, LMG 3369, LMG 3371, NCAIM B.01104, NCAIM B.02076, NCIMB 8156, VKM B-1518, VTT E-97056, IMET 10443, NBIMCC 153, CIP 55.84",1,"Alcaligenes faecalis subsp. faecalis",10
,,,,,8
337,G,"DSM 13975, CCUG 48316, CIP 106866, CCM 7340",1,"Alcaligenes faecalis subsp. parafaecalis",10
137020,A3,"CIP 55.94, ATCC 19359, DSM 30036, NCDO 791, NCIMB 8551",0,"Alcaligenes tolerans",10
,,,,,6
,,,,,8
137027,A5,"CIP 55.95, ATCC 23653, NCDO 792, NCIMB 8552",0,"Alcaligenes tolerans",10
,,,,,6
,,,,,8
395,MACL04,"DSM 23776, CECT 5683, LMG 22508, CIP 109716",1,"Alcanivorax balearicus",7.5
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC 1A01496",1,"Alcanivorax hongdengensis",5.5
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,"Aldersonia kunmingensis",<7
17709,"AC-74, AC74","DSM 22703, CIP 108470, LMG 22694",1,"Algoriphagus alkaliphilus",10
,,,,,6
,,,,,8
17704,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1,"Algoriphagus aquimarinus",5
164479,F21,"JCM 33187, KCTC 72106, KEMB 2250-007",1,"Algoriphagus formosus",>6.5
17705,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1,"Algoriphagus chordae",5.5
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051, CIP 108304",1,"Algoriphagus halophilus",10
,,,,,5
,,,,,6
,,,,,8
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050, CIP 108302",1,"Algoriphagus mannitolivorans",10
,,,,,6
,,,,,8
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052, CIP 108303",1,"Algoriphagus ornithinivorans",10
,,,,,6
,,,,,8
17703,IC025,"DSM 22686, ACAM 646, CIP 107452, LMG 21435",1,"Algoriphagus ratkowskyi",10
17706,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309",1,"Algoriphagus yeomjeoni",<9
2906,K601,"DSM 14773, CIP 107495, CCUG 64014",1,"Alicycliphilus denitrificans",10
,,,,,6
,,,,,8
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,"Aliidiomarina sedimenti",5
140832,2W32,"KCTC 42497, CICC 23869",1,"Fodinibius halophilus",6-10
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,"Fodinibius roseus",8
140954,KHM44,"KACC 19060, NBRC 112531",1,"Fodinibius salicampi",10
166301,WN023,"KCTC 52855, ACCC 19978",1,"Fodinibius salipaludis",10.0-15.0
,,,,,5.0-25.0
167731,ECH52,"KACC 19126, NBRC 112664",1,"Fodinibius saliphilus",10
24788,,"DSM 21194, ACCC 10714, YIM J21, CECT 30753",1,"Fodinibius sediminis",8
17248,398,"DSM 507, ATCC 7744, JCM 18803, NCMB 1281, CCUG 13450, CAIM 329, LMG 4414, CIP 103206, NCCB 80039, BCRC 12900, CCUG 16305, CECT 524, CIP 75.08, CIP 75.8, KCTC 12272, KCTC 12386, NCIMB 1281, NRRL B-41164, NRRL B-761",1,"Aliivibrio fischeri",10
,,,,,8
17249,395,"DSM 2168, ATCC 14546, CCM 216, NCMB 25, CIP 101047, CCUG 16311, LMG 4412, NCIMB 25",0,"Aliivibrio fischeri",10
17250,,"DSM 7151, CIP 105356, NRRL B-11177",0,"Aliivibrio fischeri",10
,,,,,8
17251,"584, Baumann584","DSM 21555, ATCC 29985, CCUG 20283, CIP 104991, KCTC 52966, LMG 21012, NCIMB 2252",1,"Aliivibrio logei",10
,,,,,6
,,,,,8
136183,,"CIP 103204, ATCC 15382, ICPB 3537, NCIMB 1143, JCM 21188, BCRC 12912, IAM 14405, LMG 10949, LMG 4415, NBRC 103152",0,"Aliivibrio logei",10
,,,,,8
17252,HI7751,"DSM 21110, ATCC 43839, CIP 103166, LMG 7904, NCIMB 2262",1,"Aliivibrio salmonicida",10
,,,,,6
,,,,,8
441,B11,"DSM 19476, KCTC 22051",1,"Alishewanella aestuarii",5
,,,,,<5
440,,"DSM 16032, ATCC BAA-284, CCUG 30811, CIP 106648",1,"Alishewanella fetalis",10
,,,,,6
,,,,,8
545,4AG,"DSM 15448, ATCC BAA-956, CIP 109217, JCM 13893",1,"Alkalibacillus filiformis",10
,,,,,<18
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,"Alkalibacillus flavidus",10
535,"WN 13","DSM 5271, ATCC 700606, JCM 12303, CIP 106702, IAM 14937, LMG 17943, NBRC 103110",1,"Alkalibacillus haloalkaliphilus",10
,,,,,6
,,,,,8
547,BM2,"DSM 18495, JCM 14193, CIP 109569",1,"Alkalibacillus silvisoli",05-25
,,,,,10-15
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,"Alkalibacterium iburiense",8
134250,A11,"JCM 14232, NCIMB 14253",1,"Alkalibacterium indicireducens",6
2242,WW2-SN4a,"DSM 13175, NCIMB 13710, CIP 107107",1,"Alkalibacterium olivapovliticum",6.5
1135,"PN 109","DSM 8722, ATCC 700164, CIP 104720, PD 138",1,"Alkalicoccobacillus gibsonii",10
,,,,,8
